Name	ID	State	Network	County	Elevation_ft	Latitude	Longitude	HUC	Date_of_Data	Date_Report_Created	Value_inches	Percent_NRCS_1981_2010_Average	Percent_NRCS_1981_2010_Median	Percent_of_POR_Average	Percent_of_POR_Median	Percent_of_Water_Year_Peak	Percent_of_Average_Water_Year_Peak_POR	Percent_of_Median_Water_Year_Peak_POR	POR_Median_Departure_inches	Percentile_POR	Maximum_Rank_POR	Minimum_Rank_POR	Records_POR	Percent_of_Saturation	NRCS_1981_2010_Average_inches	NRCS_1981_2010_Median_inches	POR_Average_inches	POR_Median_inches	Minimum_POR_inches	Maximum_POR_inches	Year_of_Minimum_POR	Year_of_Maximum_POR	Number_of_Observations_POR	Saturation_inches
Mud Ridge	"655	"	Oregon	SNOTEL	Clackamas	4070	45.25362	-121.73673	"170800010302	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	13.5	61	56	66	70	100	49	50	-5.8	20	33	9			22.3	23.9	20.54	19.3	1.2	39.9	2015	2008	41	
Mule Creek	"656	"	Montana	SNOTEL	Beaverhead	8300	45.40957	-112.95927	"100200041303	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.1	90	98	88	94	100	56	59	-0.6	42	23	15			11.2	10.3	11.46	10.7	6.4	19.2	2005	1997	39	
Mumbo Basin	"MUM	"	California	Cooperator Snow Sensors	Trinity	5650	41.197	-122.523	"180102110301	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	18.23	16.5	0	47.8	"2015, 2018"	1998	28	
Munson Ridge	"950	"	Alaska	SNOTEL	Fairbanks North Star	3100	64.85033	-146.20945	"190803060602	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	5.2	83	93	79	87	100	58	58	-0.8	34	26	12			6.3	5.6	6.54	6	3	14.5	2002	1991	39	
Myrtle Creek	"1053	"	Idaho	SNOTEL	Boundary	3520	48.72263	-116.46312	"170101040701	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	7.6	162	169	169	163	100	129	133	2.95	87	3	14			4.7	4.5	4.5	4.65	0	7.9	2015	2017	16	
N Fk Elk Creek	"657	"	Montana	SNOTEL	Powell	6250	46.8716	-113.27725	"170102031204	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8.5	100	101	92	99	100	64	70	-0.1	47	28	23			8.5	8.4	9.27	8.6	4.4	18.8	1977	1972	52	
Nast Lake	"658	"	Colorado	SNOTEL	Pitkin	8700	39.29722	-106.60694	"140100040504	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	7.9	122	132	119	130	100	89	95	1.8	76	9	26			6.5	6	6.62	6.1	3	12.2	2013	1997	34	
Navajo Whiskey Ck	"1138	"	New Mexico	SNOTEL	San Juan	9050	36.17728	-108.94691	"140802040206	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	11.1			169	151	100	134	146	3.75	89	2	9	2nd Highest				6.57	7.35	0	15.2	2018	2010	10	
Nevada Ridge	"903	"	Montana	SNOTEL	Lewis And Clark	7020	46.84234	-112.50787	"170102030302	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.3	95	100	88	94	100	60	62	-0.7	38	16	10			10.8	10.3	11.66	11	6.5	19.6	2005	2018	25	
Never Summer	"1031	"	Colorado	SNOTEL	Jackson	10280	40.40405	-105.95583	"101800010401	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	15.5	105	105	105	113	100	64	65	1.8	56	8	10			14.7	14.8	14.75	13.7	10.2	24.6	2013	2011	17	
New Crescent Lake	"660	"	Oregon	SNOTEL	Klamath	4910	43.51185	-121.97982	"170703020205	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.5	94	91	101	100	100	81	74	0	50	20	20			11.2	11.5	10.42	10.5	0	21.4	"2003, 2015"	1993	39	
New Fork Lake	"661	"	Wyoming	SNOTEL	Sublette	8340	43.11265	-109.94947	"140401020201	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	7.3	89	95	86	94	99	65	67	-0.5	30	24	11			8.2	7.7	8.47	7.8	4	14.8	2010	1986	34	
Nez Perce Camp	"662	"	Montana	SNOTEL	Ravalli	5650	45.73107	-114.48075	"170102050204	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	9.3	87	92	86	91	100	65	67	-0.9	31	30	14			10.7	10.1	10.86	10.2	5.7	18.9	1977	1997	43	
Niwot	"663	"	Colorado	SNOTEL	Boulder	9910	40.03523	-105.54426	"101900050401	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8.7	100	101	98	99	100	60	58	-0.1	47	21	19			8.7	8.6	8.92	8.8	3	17.6	1981	1996	39	
Noel Spring	"NLS	"	California	Cooperator Snow Sensors	Glenn	5100	39.538	-122.667	"180201150402	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	5.94	3.8	0	24.7	"2014, 2015, 2018, more"	2008	21	
Noisy Basin	"664	"	Montana	SNOTEL	Flathead	6040	48.15678	-113.94637	"170102080208	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	27.5	91	93	89	90	100	58	58	-3.2	30	32	14			30.1	29.7	30.82	30.7	16.3	55.9	2001	1997	45	
North Costilla	"665	"	New Mexico	SNOTEL	Taos	10600	36.99378	-105.25963	"130201010101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	6.2	127	119	133	129	98	90	90	1.4	72	12	28			4.9	5.2	4.68	4.8	0	9.7	"1981, 2014"	"1993, 2008"	40	
North Fork	"666	"	Oregon	SNOTEL	Multnomah	3060	45.5505	-122.00283	"170800010503	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	15.1	96	111	102	131	100	64	71	3.6	60	17	25			15.7	13.6	14.78	11.5	0	46.4	"1981, 2015"	2008	41	
North Fork Jocko	"667	"	Montana	SNOTEL	Missoula	6330	47.2726	-113.75617	"170102120702	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	26.6	81	84	81	84	100	58	60	-4.9	28	22	9			32.7	31.5	32.71	31.5	21	53	2001	1997	30	
North French Creek	"668	"	Wyoming	SNOTEL	Carbon	10130	41.3308	-106.37555	"101800020502	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	21.6	102	110	102	109	100	62	63	1.7	63	16	26			21.1	19.7	21.23	19.9	10.2	34.2	1981	2011	41	
North Lost Trail	"669	"	Colorado	SNOTEL	Gunnison	9200	39.07813	-107.14389	"140100040703	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	14.5	109	122	109	123	100	81	86	2.7	70	11	24			13.3	11.9	13.26	11.8	6.8	21.9	2002	2008	34	
North Rapid Creek	"920	"	South Dakota	SNOTEL	Lawrence	6130	44.20617	-103.78758	"101201100101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	5.4	92	96	96	96	100	71	76	-0.2	45	13	10			5.9	5.6	5.6	5.6	2.4	9.8	2005	1997	23	
Northeast Entrance	"670	"	Montana	SNOTEL	Yellowstone National Park	7350	45.00565	-110.01406	"100700010602	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	7.9	101	104	90	91	100	68	70	-0.8	44	30	24			7.8	7.6	8.78	8.7	4.4	14.2	"2001, 2005"	1978	53	
Nostetuko River	"3A22P	"	British Columbia	Cooperator Snow Sensors	"	"	4780	51.23333	-124.45	"	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	16.88	16.2	2.1	34	2009	2007	26	
Nutrioso	"1127	"	Arizona	SNOTEL	Apache	8500	33.89747	-109.15517	"150400040301	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	0			0	0	0	0	0	-0.1	40	7	1	Lowest				0.45	0.1	0	4	"2016, 2017, 2019, more"	2010	11	
ONeil Creek	"1272	"	Nevada	SNOTEL	Elko	6520	41.8642	-115.08316	"170402130106	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.3			100	100	100			0		1	1					10.3	10.3	10.3	10.3	2019	2019	1	
Oak Creek	"1146	"	Utah	SNOTEL	Millard	7850	39.3485	-112.32639	"160300051505	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.5			152	148	100	128	138	3.4	100	1	9	Highest				6.92	7.1	3.1	10.5	2018	2019	9	
Ochoco Meadows	"671	"	Oregon	SNOTEL	Crook	5430	44.42917	-120.3311	"170703050201	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	11.8	127	128	133	142	100	106	102	3.5	74	11	28			9.3	9.2	8.85	8.3	0	14.8	2015	1993	39	
Olallie Meadows	"672	"	Washington	SNOTEL	King	4030	47.37406	-121.44213	"171100100301	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	32.3	79	81	81	82	100	57	56	-7	28	27	11			41.1	39.7	39.63	39.3	6.8	72.9	2015	1997	37	
Old Battle	"673	"	Wyoming	SNOTEL	Carbon	10000	41.15397	-106.96937	"101800020901	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	26.2	113	114	113	114	100	70	69	3.3	74	11	29			23.1	22.9	23.14	22.9	11	39.2	1981	1986	39	
Onion Park	"1008	"	Montana	SNOTEL	Meagher	7410	46.91348	-110.8536	"100301030801	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.8	113	113	109	109	100	69	71	0.85	71	6	13			9.6	9.6	9.93	9.95	5.7	12.7	2017	2006	18	
Ostrander Lake	"STR	"	California	Cooperator Snow Sensors	Mariposa	8200	37.637	-119.55	"180400080106	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	23.77	23.5	4.3	53.6	2015	1993	27	
Overland Res.	"675	"	Colorado	SNOTEL	Delta	9840	39.09056	-107.63472	"140200040101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.6	103	118	106	120	100	81	87	1.8	66	11	20			10.3	9	10.01	8.8	3.6	18.4	2018	1993	30	
Owl Creek	"676	"	Wyoming	SNOTEL	Hot Springs	8975	43.65868	-109.00988	"100800070103	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	4	108	111	106	108	98	62	65	0.3	63	15	24			3.7	3.6	3.77	3.7	1.6	7.3	"1985, 1994"	1986	39	
Oxford Spring	"677	"	Idaho	SNOTEL	Oneida	6740	42.26015	-112.12515	"160102040206	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"															9.4	9.4	9.26	8.8	2.2	19.3	2018	1997	38	
Palo	"1170	"	New Mexico	SNOTEL	Taos	9350	36.40848	-105.33063	"130201010601	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	6.5			165	144	100	136	126	2	100	1	9	Highest				3.94	4.5	0.4	6.5	2014	2019	9	
Panguitch Lake RS	"1148	"	Utah	SNOTEL	Garfield	8350	37.70463	-112.65037	"160300010402	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8.6			178	141	100	162	146	2.5	100	1	5	Highest				4.84	6.1	0.9	8.6	2015	2019	5	
Paradise	"679	"	Washington	SNOTEL	Pierce	5130	46.78265	-121.74765	"171100150104	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	48.9	95	93	96	93	100	63	64	-3.7	42	22	16			51.4	52.5	50.94	52.6	19.7	85.4	2015	1997	37	
Paradise Meadow	"PDS	"	California	Cooperator Snow Sensors	Tuolumne	7650	38.047	-119.67	"180400090503	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	27.73	28.5	1.2	64.7	2015	2017	25	
Park Cone	"680	"	Colorado	SNOTEL	Gunnison	9600	38.81996	-106.58974	"140200010107	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8	100	104	99	105	100	72	76	0.4	55	18	22			8	7.7	8.07	7.6	3.4	15.7	2001	2017	39	
Park Creek Ridge	"681	"	Washington	SNOTEL	Chelan	4600	48.44488	-120.91551	"170200090106	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	32.8	87	90	90	90	99	69	66	-3.6	32	28	13			37.7	36.6	36.56	36.4	11.6	59.9	2005	1997	41	
Park Mountain	"1F03P	"	British Columbia	Cooperator Snow Sensors	"	"	6093	50.43333	-118.61667	"	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	26.57	25.9	14.6	38.6	2001	1997	33	
Park Reservoir	"682	"	Colorado	SNOTEL	Delta	9960	39.04644	-107.87414	"140200050111	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	23.4	115	121	117	119	100	76	82	3.8	75	11	31			20.3	19.4	19.95	19.6	7.5	38.5	2018	2005	41	
Parker Peak	"683	"	Wyoming	SNOTEL	Park	9400	44.73396	-109.91484	"100700010502	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	16.4	102	110	97	105	100	62	69	0.8	57	17	22			16.1	14.9	16.99	15.6	11.4	27.7	2001	2018	38	
Parleys Summit	"684	"	Utah	SNOTEL	Summit	7585	40.76184	-111.62917	"160201020103	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	15.9	123	129	124	127	100	92	99	3.4	78	10	32			12.9	12.3	12.87	12.5	6.7	25.7	2003	1984	41	
Parrish Creek	"971	"	Utah	SNOTEL	Davis	7740	40.93417	-111.81372	"160201020501	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	23	127	124	131	131	100	90	90	5.5	89	3	17			18.1	18.5	17.54	17.5	9	23.8	2018	2004	19	
Pascoes	"PSC	"	California	Cooperator Snow Sensors	Tulare	9150	35.967	-118.35	"180300010506	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	21.97	19.5	1.4	53.8	2018	2017	43	
Payson R.S.	"686	"	Utah	SNOTEL	Utah	8044	39.92976	-111.63109	"160202020601	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	18.4	136	135	141	138	100	100	100	5.1	89	5	35			13.5	13.6	13.04	13.3	6.1	31.7	1981	1984	39	
Peavine Ridge	"687	"	Oregon	SNOTEL	Clackamas	3420	45.04148	-121.93252	"170900110306	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	11.4	94	96	103	108	100	74	75	0.85	54	18	21			12.1	11.9	11.04	10.55	0	32.4	2015	2008	38	
Pepper Creek	"1104	"	Washington	SNOTEL	Skamania	2140	46.10242	-121.95555	"170800020111	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	7.6			98	137	100	67	65	2.05	64	5	8					7.79	5.55	0	25.6	"2010, 2015"	2008	12	
Peterson Flat	"PET	"	California	Cooperator Snow Sensors	Trinity	7150	41.302	-122.528	"180102110201	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	21.01	22.05	0	41.6	1991	2017	34	
Peterson Meadows	"930	"	Montana	SNOTEL	Granite	7200	46.12588	-113.30792	"170102020101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	7.4	110	112	102	104	100	58	61	0.3	65	18	30			6.7	6.6	7.25	7.1	3	13.6	1977	1972	49	
Phantom Valley	"688	"	Colorado	SNOTEL	Grand	9030	40.39937	-105.84757	"140100010302	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	7	90	90	88	90	100	65	69	-0.8	32	27	12			7.8	7.8	7.95	7.8	3.8	12.4	1981	2017	39	
Phillips Bench	"689	"	Wyoming	SNOTEL	Teton	8200	43.51687	-110.91258	"170401030504	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	20.9	102	112	102	108	100	70	75	1.6	66	14	26			20.4	18.7	20.44	19.3	12.4	36.4	1981	1997	39	
Pickfoot Creek	"690	"	Montana	SNOTEL	Meagher	6650	46.57978	-111.26832	"100301030501	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8.3	101	101	96	98	100	68	72	-0.2	40	25	17			8.2	8.2	8.65	8.5	3.9	15.3	2005	1979	41	
Pickle Keg	"691	"	Utah	SNOTEL	Sevier	9020	39.01219	-111.58259	"160300030402	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	16.4	137	152	136	150	100	92	99	5.5	95	3	39			12	10.8	12.04	10.9	6.8	26.1	1981	1984	41	
Pierce R.S.	"1142	"	Idaho	SNOTEL	Clearwater	3080	46.49597	-115.7957	"170603060401	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	9.6			127	123	100	102	94	1.8	89	2	9	2nd Highest				7.55	7.8	3	11.1	2015	2011	10	
Pigtail Peak	"692	"	Washington	SNOTEL	Yakima	5800	46.62153	-121.38643	"170300020301	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	32.2	80	82	82	83	100	55	55	-6.4	27	28	10			40.2	39.3	39.37	38.6	13.3	75.5	2005	1997	38	
Pike Creek	"693	"	Montana	SNOTEL	Pondera	5930	48.30305	-113.32868	"100302010103	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	4.8			29	28	86	20	21	-12.4	2	42	2	2nd Lowest				16.6	17.2	4.4	35	2016	1991	43	
Pilot Peak	"PLP	"	California	Cooperator Snow Sensors	Plumas	6800	39.786	-120.875	"180201230601	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	25.65	22.4	0	61.9	"1991, 2015"	1998	30	
Pine Creek	"694	"	Utah	SNOTEL	Millard	8734	38.88185	-112.24915	"160300051307	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	17.5	117	123	117	120	100	75	75	2.9	74	10	26			15	14.2	15.02	14.6	9.1	23.6	2001	1998	35	
Pine Creek Pass	"695	"	Idaho	SNOTEL	Teton	6720	43.56998	-111.21157	"170402040101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"															12.3	11.7	12.39	11.95	8.4	21.9	1992	1997	30	
Pine Pass	"4A02P	"	British Columbia	Cooperator Snow Sensors	"	"	4547	55.35	-122.63333	"	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	33.08	30.4	11.1	57.1	2007	1991	26	
Pinto Rock	"1263	"	Washington	SNOTEL	Skamania	4440	46.32318	-121.94219	"170800040405	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	26.4			117	104	99	82	70	0.9	75	2	4	2nd Highest				22.6	25.5	0	35.8	2015	2017	5	
Placer Basin	"696	"	Montana	SNOTEL	Sweet Grass	8830	45.41905	-110.08844	"100700020701	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	13.4	106	113	103	111	100	62	65	1.3	66	14	25			12.7	11.9	13.03	12.1	7.6	21.5	2001	2018	39	
Pocket Creek	"1133	"	Wyoming	SNOTEL	Sublette	9360	42.7121	-109.4112	"140401020505	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.8			128	123	97	87	89	2	100	1	9	Highest				8.44	8.8	5.1	10.8	2016	2019	9	
Poison Flat	"697	"	California	SNOTEL	Alpine	7736	38.50576	-119.62624	"160502010102	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	24.8	181	185	180	186	100	130	139	11.5	89	5	35			13.7	13.4	13.82	13.3	2.7	28.3	2015	1983	39	
Poison Ridge	"PSR	"	California	Cooperator Snow Sensors	Madera	6900	37.403	-119.52	"180400061101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	20.58	18.9	1.8	48.6	2014	1983	44	
Pole Canyon	"1244	"	Nevada	SNOTEL	Elko	7760	40.86293	-115.12067	"160600071101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	17.4			167	171	100	161	172	7.25	100	1	6	Highest				10.4	10.15	3.8	17.4	2018	2019	6	
Pole Creek R.S.	"698	"	Nevada	SNOTEL	Elko	8360	41.87255	-115.24713	"170501021002	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	16.2	107	109	108	109	100	71	75	1.4	66	14	26			15.2	14.9	15.01	14.8	5.8	24.1	1981	1984	39	
Poorman Creek	"932	"	Montana	SNOTEL	Lincoln	5100	48.12672	-115.62333	"170101011301	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	25.3	91	90	94	92	100	69	70	-2.2	41	24	17			27.8	28.2	26.87	27.5	11	46.5	1977	1999	40	
Pope Ridge	"699	"	Washington	SNOTEL	Chelan	3590	47.9909	-120.56622	"170200100204	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	13.4	83	87	87	91	99	74	76	-1.4	38	24	14			16.1	15.4	15.42	14.8	7.2	26.9	2005	1997	38	
Porcupine	"700	"	Montana	SNOTEL	Park	6500	46.11192	-110.4696	"100700030303	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	6	120	122	115	122	100	79	81	1.1	81	9	35			5	4.9	5.22	4.9	2.8	10.5	2005	1997	43	
Porphyry Creek	"701	"	Colorado	SNOTEL	Gunnison	10760	38.48884	-106.33965	"140200030105	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	14.3	122	128	120	123	100	83	84	2.7	75	11	31			11.7	11.2	11.96	11.6	5.5	19.2	1981	2017	41	
Port Graham	"987	"	Alaska	SNOTEL	Kenai Peninsula	300	59.35065	-151.84768	"190203011208	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	3.5	53	53	59	60	59	37	41	-2.3	28	14	6			6.6	6.6	5.89	5.8	0	18.5	"2003, 2015, 2016"	2012	19	
Porter Canyon	"2170	"	Nevada	SCAN	Lander	7187	39.46544	-117.62069	"160600020102	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	5.7			250	219	100	230	200	3.1	100	1	5	Highest				2.28	2.6	0	5.7	2015	2019	5	
Potato Hill	"702	"	Washington	SNOTEL	Yakima	4510	46.34963	-121.51435	"170800040303	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	28.5	131	139	130	131	100	97	94	6.7	80	8	29			21.8	20.5	21.98	21.8	3	38.7	2005	1999	36	
Powder River Pass	"703	"	Wyoming	SNOTEL	Johnson	9480	44.16188	-107.12622	"100800080304	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8.1	105	108	102	107	100	66	68	0.5	57	18	24			7.7	7.5	7.96	7.6	4.7	13.9	2001	2018	41	
Prairie	"704	"	Idaho	SNOTEL	Elmore	4800	43.50513	-115.573	"170501131103	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	6	130	125	132	128	100	111	110	1.3	72	10	24			4.6	4.8	4.55	4.7	0	8.6	2015	1999	33	
Promontory	"705	"	Arizona	SNOTEL	Coconino	7930	34.36824	-111.01084	"150200080306	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.4	99	108	107	108	100	79	82	0.8	61	15	22			10.5	9.6	9.76	9.6	0	25.3	"2006, 2014, 2015, more"	1985	37	
Pulpit Lake	"4A09P	"	British Columbia	Cooperator Snow Sensors	"	"	4367	57.53333	-126.73333	"	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	13.88	14.35	7.8	20.3	2017	2009	26	
Quaking Aspen	"QUA	"	California	Cooperator Snow Sensors	Tulare	7200	36.122	-118.545	"180300060101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	17.49	16.2	0.1	39.4	2015	1983	37	
Quartz Mountain	"706	"	Oregon	SNOTEL	Lake	5720	42.31923	-120.82533	"180102020404	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	4	211	308	116	222	100	74	96	2.2	71	12	27			1.9	1.3	3.46	1.8	0	15.9	"2003, 2015"	1993	39	
Quartz Peak	"707	"	Washington	SNOTEL	Spokane	4700	47.87927	-117.08938	"170103080302	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	17.8	101	102	104	103	100	80	81	0.45	58	14	18			17.6	17.4	17.16	17.35	4.8	29.5	2005	1997	32	
Quemazon	"708	"	New Mexico	SNOTEL	Los Alamos	9500	35.92244	-106.39203	"130201011303	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8.2	104	102	113	112	100	90	93	0.9	58	17	23			7.9	8	7.25	7.3	0.8	13.1	2018	1993	39	
Rabbit Ears	"709	"	Colorado	SNOTEL	Routt	9400	40.36783	-106.74038	"140500010402	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	19.2	103	108	103	107	100	66	72	1.3	69	11	23			18.6	17.7	18.57	17.9	10.8	31.7	2010	1997	33	
Ragged Mountain	"1081	"	Idaho	SNOTEL	Kootenai	4210	47.85583	-117.03667	"170103050302	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	16.2	91	84	95	97	99	68	71	-0.5	33	9	5			17.8	19.2	17.14	16.7	7.1	28.5	2015	2008	13	
Railroad Overpass	"710	"	Oregon	SNOTEL	Lane	2680	43.65887	-122.21272	"170900010302	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	1.4	350		341		100	71	78	1.4	89	5	34			0.4	0	0.41	0	0	3.5	"2015, 2016, 2017, more"	"1990, 2008"	38	
Rainbow Canyon	"1110	"	Nevada	SNOTEL	Clark	7860	36.2493	-115.62972	"150100150301	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	17.3			160	293	100	150	272	11.4	70	4	8					10.83	5.9	0	31.1	"2014, 2015, 2018"	2011	11	
Rainy Pass	"711	"	Washington	SNOTEL	Chelan	4890	48.51865	-120.7358	"171100050503	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	21.7	69	74	70	76	100	52	54	-6.7	8	34	4			31.6	29.3	30.79	28.4	10.8	51.3	2005	1991	37	
Rattlesnake	"RTL	"	California	Cooperator Snow Sensors	Plumas	6100	40.125	-121.043	"180201220901	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	16.52	15.45	0	43.6	"1991, 2014, 2015"	1995	36	
Rawah	"1032	"	Colorado	SNOTEL	Jackson	9020	40.7075	-106.0076	"101800010603	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	9	110	115	105	107	100	73	77	0.6	69	6	12			8.2	7.8	8.54	8.4	6.3	13.2	2003	2011	17	
Red Hill	"712	"	Oregon	SNOTEL	Hood River	4410	45.4643	-121.70428	"170701050505	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	30.5	83	78	88	85	100	61	62	-5.4	28	30	12			36.8	39	34.83	35.9	0	64.5	2015	2008	41	
Red Mountain Pass	"713	"	Colorado	SNOTEL	San Juan	11200	37.8918	-107.71342	"140801040103	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	21	124	131	125	132	100	78	83	5.1	82	8	32			17	16	16.82	15.9	6.8	25.7	1990	2008	39	
